X,Y,FID,OBJECTID,RANK,NAME,ADDRESS,ADDRESS2,CITY,STATE,ZIP,COUNTY,EMPLOYEES,REVENUES,LATITUDE,LONGITUDE,SOURCE,PRC,COUNTYFIPS,COMMENTS,WEBSITE,PROFIT,GlobalID,CreationDate,Creator,EditDate,Editor
-8236364.3709,4973189.95,324,324,234,CONSOLIDATED EDISON,4 IRVING PLACE,NOT AVAILABLE,NEW YORK,NY,10003,NEW YORK,14960,12075,40.73403,-73.98852,BING MAPS,ADDRESS,36061,NOT AVAILABLE,HTTPS://WWW.CONED.COM/EN,1245,{A8BAE672-7AED-4F1F-B83F-AFE758004B32},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-8238715.4386,4968783.6869,325,325,218,GUARDIAN LIFE INS. CO. OF AMERICA,7 HANOVER SQUARE,NOT AVAILABLE,NEW YORK,NY,10004,NEW YORK,8876,12919,40.70403,-74.00964,BING MAPS,ADDRESS,36061,NOT AVAILABLE,HTTPS://WWW.GUARDIANLIFE.COM/,263.9,{853B661A-56BA-4020-A775-F743C332D466},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-8238683.1559,4969379.8851,326,326,361,ASSURANT,1 CHASE MANHATTAN PLAZA,NOT AVAILABLE,NEW YORK,NY,10005,NEW YORK,14700,7532,40.70809,-74.00935,BING MAPS,ADDRESS,36061,NOT AVAILABLE,HTTPS://WWW.ASSURANT.COM/,565.4,{743EF66A-9DBC-4A48-9533-51BF690DE582},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-8235964.8453,4976223.6415,327,327,14,VERIZON COMMUNICATIONS,1095 AVENUE OF THE AMERICAS,NOT AVAILABLE,NEW YORK,NY,10036,NEW YORK,160900,125980,40.754677,-73.984931,MANUAL,ON-ENTITY,36061,NOT AVAILABLE,HTTPS://WWW.VERIZON.COM/HOME/VERIZONGLOBALHOME/GHP_LANDING.ASPX,13127,{7793757A-C995-4F54-A5E2-7019071C5026},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-8236090.525,4974543.0713,328,328,65,NEW YORK LIFE INSURANCE,51 MADISON AVENUE,NOT AVAILABLE,NEW YORK,NY,10010,NEW YORK,11320,40787,40.74324,-73.98606,BING MAPS,ADDRESS,36061,NOT AVAILABLE,HTTPS://WWW.NEWYORKLIFE.COM/,1088.1,{2012C90C-57D5-4558-811C-E23C8076E2EE},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-8234965.0849,4975440.8481,329,329,273,L-3 COMMUNICATIONS,600 3RD AVENUE,NOT AVAILABLE,NEW YORK,NY,10016,NEW YORK,38000,10597,40.74935,-73.97595,BING MAPS,ADDRESS,36061,NOT AVAILABLE,HTTPS://WWW.L3T.COM/,710,{03FE32A8-B060-4803-B756-0EA0C4A683C5},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-8235681.9825,4975360.0301,330,330,335,PVH,200 MADISON AVENUE,NOT AVAILABLE,NEW YORK,NY,10016,NEW YORK,26650,8203,40.7488,-73.98239,BING MAPS,ADDRESS,36061,NOT AVAILABLE,HTTPS://WWW.PVH.COM/,549,{3308FFB5-EA04-4394-A723-710A29743BDA},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-8238852.1389,4969664.0465,331,331,444,AVON PRODUCTS,165 BROADWAY,ONE LIBERTY PLAZA,NEW YORK,NY,10006,NEW YORK,26400,5853,40.710025,-74.010868,MANUAL,ON-ENTITY,36061,NOT AVAILABLE,HTTPS://WWW.AVON.COM/,-107.6,{8E8BE605-5B60-455B-B4DC-8F116E89817C},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-8234718.8462,4975912.1036,332,332,189,INTL FCSTONE,708 3RD AVENUE,15TH FLOOR,NEW YORK,NY,10017,NEW YORK,1464,14755,40.752557,-73.973738,MANUAL,ON-ENTITY,36061,NOT AVAILABLE,HTTPS://WWW.INTLFCSTONE.COM/,54.7,{3F879881-4421-4D7E-933B-67FF4108E7D4},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-8234969.5377,4976415.1246,333,333,21,J.P. MORGAN CHASE,270 PARK AVENUE,NOT AVAILABLE,NEW YORK,NY,10017,NEW YORK,243355,105486,40.75598,-73.97599,BING MAPS,ADDRESS,36061,NOT AVAILABLE,HTTPS://WWW.JPMORGANCHASE.COM/,24733,{4D3C57E8-D824-4927-BE7C-20E347DBF793},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-8234583.2591,4975593.6693,334,334,54,PFIZER,235 EAST 42ND STREET,NOT AVAILABLE,NEW YORK,NY,10017,NEW YORK,96500,52824,40.75039,-73.97252,BING MAPS,ADDRESS,36061,NOT AVAILABLE,HTTPS://WWW.PFIZER.COM/,7215,{4B55B048-9D06-4FB5-9AD7-3218194E8DCB},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-8235241.1573,4975783.2298,335,335,104,PHILIP MORRIS INTERNATIONAL,120 PARK AVENUE,NOT AVAILABLE,NEW YORK,NY,10017,NEW YORK,79500,26685,40.75168,-73.97843,BING MAPS,ADDRESS,36061,NOT AVAILABLE,HTTPS://WWW.PMI.COM/,6967,{44EE0941-1FBC-4BB3-B38E-D7C39E24B9FF},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-8234672.3147,4976003.6536,336,336,80,TIAA,730 3RD AVENUE,SUITE 2A,NEW YORK,NY,10017,NEW YORK,12997,37105,40.75318,-73.97332,BING MAPS,ADDRESS,36061,NOT AVAILABLE,HTTPS://WWW.TIAA.ORG/PUBLIC/INDEX.HTML,1492.3,{BF115C61-5735-431C-ABAC-2B671D42CEC4},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-8234691.239,4976135.9102,337,337,99,TRAVELERS COS.,485 LEXINGTON AVENUE,NOT AVAILABLE,NEW YORK,NY,10017,NEW YORK,30900,27625,40.75408,-73.97349,BING MAPS,ADDRESS,36061,NOT AVAILABLE,HTTPS://WWW.TRAVELERS.COM/,3014,{A97F7D47-B4E8-488C-91B0-85DCCEB2AB4B},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-8235214.4406,4977099.9684,338,338,193,CBS,51 WEST 52ND STREET,NOT AVAILABLE,NEW YORK,NY,10019,NEW YORK,18410,14386,40.76064,-73.97819,BING MAPS,ADDRESS,36061,NOT AVAILABLE,HTTPS://WWW.CBS.COM/,1261,{857D0D4C-9C58-4FFC-BA13-443611B74E4A},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-8235669.7373,4978136.1431,339,339,95,TIME WARNER,1 TIME WARNER CENTER,NOT AVAILABLE,NEW YORK,NY,10019,NEW YORK,25000,29318,40.76769,-73.98228,BING MAPS,ADDRESS,36061,NOT AVAILABLE,HTTPS://WWW.TIMEWARNERCABLE.COM/EN,3926,{A07DB892-1295-47FD-87E1-B67F3C3BE8DC},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-8234603.2966,4976911.852,340,340,300,ALCOA,390 PARK AVENUE,NOT AVAILABLE,NEW YORK,NY,10022,NEW YORK,14000,9318,40.75936,-73.9727,BING MAPS,ADDRESS,36061,NOT AVAILABLE,HTTPS://WWW.ALCOA.COM/GLOBAL/EN/HOME.ASP,-400,{BE59EFB7-2140-4F6D-A5CD-549DA0E2C07A},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-8234473.0528,4976860.4146,341,341,30,CITIGROUP,399 PARK AVENUE,NOT AVAILABLE,NEW YORK,NY,10022,NEW YORK,219000,82386,40.75901,-73.97153,BING MAPS,ADDRESS,36061,NOT AVAILABLE,HTTPS://WWW.CITIGROUP.COM/CITI/,14912,{384A28E8-2E41-4DA5-88A3-CC3F54FDD1DD},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-8234827.0488,4976572.3699,342,342,182,COLGATE-PALMOLIVE,300 PARK AVENUE,NOT AVAILABLE,NEW YORK,NY,10022,NEW YORK,36700,15195,40.75705,-73.97471,BING MAPS,ADDRESS,36061,NOT AVAILABLE,HTTPS://WWW.COLGATEPALMOLIVE.COM/EN-US,2441,{4DC59AC5-3A86-4042-BCF8-52D0744B3CEA},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-8234445.2229,4977198.437,343,343,418,HRG GROUP,450 PARK AVENUE,29TH FLOOR,NEW YORK,NY,10022,NEW YORK,16021,6403,40.76131,-73.97128,BING MAPS,ADDRESS,36061,NOT AVAILABLE,HTTP://WWW.HRGGROUP.COM/IR-LANDING-PAGE,-198.8,{B27B2D50-34F6-4D9D-8753-2CCD67746D93},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-8234886.4934,4976616.8987,344,344,179,OMNICOM GROUP,437 MADISON AVENUE,NOT AVAILABLE,NEW YORK,NY,10022,NEW YORK,78500,15417,40.757353,-73.975244,MANUAL,ON-ENTITY,36061,NOT AVAILABLE,HTTP://WWW.OMNICOMGROUP.COM/,1148.6,{56A1519C-14A6-4F5C-8826-CB9C1E9FE019},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-8234487.5243,4977599.6701,345,345,371,RALPH LAUREN,650 MADISON AVENUE,NOT AVAILABLE,NEW YORK,NY,10022,NEW YORK,20500,7405,40.76404,-73.97166,BING MAPS,ADDRESS,36061,NOT AVAILABLE,HTTPS://WWW.RALPHLAUREN.COM/,396,{6E9CE523-6275-4E6A-91A1-AB06E368FCC1},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-8236138.3924,4976372.5072,346,346,428,ALLEGHANY,7 TIMES SQUARE,NOT AVAILABLE,NEW YORK,NY,10036,NEW YORK,3420,6131,40.75569,-73.98649,BING MAPS,ADDRESS,36061,NOT AVAILABLE,HTTPS://WWW.ALLEGHANY.COM/HOME/DEFAULT.ASPX,456.9,{E3C00384-7C22-4B8C-B87B-5BCE13D35F3E},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-8235733.1894,4976244.6559,347,347,345,INTERPUBLIC GROUP,1114 AVENUE OF THE AMERICAS,NOT AVAILABLE,NEW YORK,NY,10036,NEW YORK,49800,7847,40.75482,-73.98285,BING MAPS,ADDRESS,36061,NOT AVAILABLE,HTTPS://WWW.INTERPUBLIC.COM/,608.5,{A9D1DFF1-1C7F-4A85-B420-3AD75368B63E},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-8235612.9644,4976529.7518,348,348,210,MARSH & MCLENNAN,1166 AVENUE OF THE AMERICAS,NOT AVAILABLE,NEW YORK,NY,10036,NEW YORK,60000,13211,40.75676,-73.98177,BING MAPS,ADDRESS,36061,NOT AVAILABLE,HTTP://WWW.MMC.COM/,1768,{A0DE336C-3347-474B-A008-0C55FEBDBCE9},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-8236029.2993,4977002.9704,349,349,76,MORGAN STANLEY,1585 BROADWAY,NOT AVAILABLE,NEW YORK,NY,10036,NEW YORK,55311,37949,40.75998,-73.98551,BING MAPS,ADDRESS,36061,NOT AVAILABLE,HTTPS://WWW.MORGANSTANLEY.COM/,5979,{8E0B50B0-1B48-4BB9-B8CC-D5F26054DAB3},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-8235683.0957,4976810.447,350,350,332,NEWS CORP.,1211 AVENUE OF THE AMERICAS,NOT AVAILABLE,NEW YORK,NY,10036,NEW YORK,24000,8319,40.75867,-73.9824,BING MAPS,ADDRESS,36061,NOT AVAILABLE,HTTPS://NEWSCORP.COM/,179,{249D6C08-1D0F-44F3-831D-1F4C71FB96E9},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-8235683.0957,4976810.447,351,351,101,TWENTY-FIRST CENTURY FOX,1211 AVENUE OF THE AMERICAS,NOT AVAILABLE,NEW YORK,NY,10036,NEW YORK,21500,27326,40.75867,-73.9824,BING MAPS,ADDRESS,36061,NOT AVAILABLE,HTTPS://WWW.21CF.COM/,2755,{2B872A4E-7C96-4BDF-BAE4-4A8C8C0D21B9},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-8236132.8264,4976701.695,352,352,224,VIACOM,1515 BROADWAY,NOT AVAILABLE,NEW YORK,NY,10036,NEW YORK,9650,12488,40.75793,-73.98644,BING MAPS,ADDRESS,36061,NOT AVAILABLE,HTTP://WWW.VIACOM.COM/,1438,{65787995-05FC-40F1-B5E5-CE713EA636BD},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-8238213.3877,4969125.8356,353,353,55,AIG,175 WATER STREET,NOT AVAILABLE,NEW YORK,NY,10038,NEW YORK,56400,52367,40.70636,-74.00513,BING MAPS,ADDRESS,36061,NOT AVAILABLE,HTTP://WWW.AIG.COM/,-849,{147217C9-64C0-4DA2-88AC-0710AFBC1FCF},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-8238529.535,4969457.7166,354,354,475,AMTRUST FINANCIAL SERVICES,59 MAIDEN LANE,NOT AVAILABLE,NEW YORK,NY,10038,NEW YORK,8000,5451,40.70862,-74.00797,BING MAPS,ADDRESS,36061,NOT AVAILABLE,HTTPS://AMTRUSTFINANCIAL.COM/,411,{1EB6D11B-A898-4991-B1BB-283D798792C1},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-8234699.0314,4976822.2041,355,355,255,BLACKROCK,55 EAST 52ND STREET,NOT AVAILABLE,NEW YORK,NY,10055,NEW YORK,13000,11155,40.75875,-73.97356,BING MAPS,ADDRESS,36061,NOT AVAILABLE,HTTPS://WWW.BLACKROCK.COM/CORPORATE,3172,{51F383A6-2FCF-4C87-A57F-63B2C0DC434C},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-8234357.2805,4977680.5066,356,356,213,LOEWS,667 MADISON AVENUE,NOT AVAILABLE,NEW YORK,NY,10065,NEW YORK,15800,13105,40.76459,-73.97049,BING MAPS,ADDRESS,36061,NOT AVAILABLE,HTTPS://LOEWS.COM/,654,{1ADE8AAE-9A64-417B-BC1C-7B26C39AEACC},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-8236379.9557,4975536.3611,357,357,348,FOOT LOCKER,112 WEST 34TH STREET,NOT AVAILABLE,NEW YORK,NY,10120,NEW YORK,32965,7766,40.75,-73.98866,BING MAPS,ADDRESS,36061,NOT AVAILABLE,HTTPS://WWW.FOOTLOCKER.COM/,664,{027C0774-62DB-4FE9-963D-447BE1DD32B5},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-8234561.2178,4977580.5634,358,358,253,ESTEE LAUDER,767 5TH AVENUE,NOT AVAILABLE,NEW YORK,NY,10153,NEW YORK,46000,11262,40.76391,-73.972322,MANUAL,ON-ENTITY,36061,NOT AVAILABLE,HTTPS://WWW.ESTEELAUDER.COM/,1114.6,{67BF3796-3130-43DC-A567-2C1EFBC32E75},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-8234648.9376,4977601.1399,359,359,168,ICAHN ENTERPRISES,767 5TH AVENUE,SUITE 4700,NEW YORK,NY,10153,NEW YORK,90980,16348,40.76405,-73.97311,BING MAPS,ADDRESS,36061,NOT AVAILABLE,HTTP://WWW.IELP.COM/HOME,-1128,{7428DFB7-78AC-44FC-AE05-42538CB96B4C},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-8234572.1271,4976675.242,360,360,147,BRISTOL-MYERS SQUIBB,345 PARK AVENUE,NOT AVAILABLE,NEW YORK,NY,10154,NEW YORK,25000,19427,40.75775,-73.97242,BING MAPS,ADDRESS,36061,NOT AVAILABLE,HTTPS://WWW.BMS.COM/,4457,{65E7CEAB-5691-458D-9C58-62DA5DED20E0},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-8239249.7721,4970355.0263,361,361,78,GOLDMAN SACHS GROUP,200 WEST STREET,NOT AVAILABLE,NEW YORK,NY,10282,NEW YORK,34400,37712,40.71473,-74.01444,BING MAPS,ADDRESS,36061,NOT AVAILABLE,HTTP://WWW.GOLDMANSACHS.COM/,7398,{E91E612C-F0E8-4D2E-B778-F13D25DD7316},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-8239277.602,4970236.0656,362,362,86,AMERICAN EXPRESS,200 VESEY STREET,NOT AVAILABLE,NEW YORK,NY,10285,NEW YORK,56400,33823,40.71392,-74.01469,BING MAPS,ADDRESS,36061,NOT AVAILABLE,HTTPS://WWW.AMERICANEXPRESS.COM/,5408,{C51CD9C2-0261-48AB-8B08-E9F222D607DE},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-8239357.6407,4970073.0478,363,363,177,BANK OF NEW YORK MELLON CORP.,225 LIBERTY STREET,NOT AVAILABLE,NEW YORK,NY,10286,NEW YORK,52000,15683,40.71281,-74.015409,MANUAL,ON-ENTITY,36061,SUMMER (2018) THE HQ WILL MOVE TO 101 BARCLAY STREET.,HTTPS://WWW.BNYMELLON.COM/US/EN,3547,{FCE3A81C-74D9-4729-B7E9-FA02752990CD},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-8508946.8421,4437466.328,364,364,380,HUNTINGTON INGALLS INDUSTRIES,4101 WASHINGTON AVENUE,NOT AVAILABLE,NEWPORT NEWS,VA,23607,NEWPORT NEWS (CITY),37000,7068,36.98823,-76.43717,BING MAPS,ADDRESS,51700,NOT AVAILABLE,HTTP://WWW.HUNTINGTONINGALLS.COM/,573,{94BD74B9-4D78-4431-A39E-3A46DBB6E93B},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-8492343.54,4417590.5217,365,365,284,NORFOLK SOUTHERN,3 COMMERCIAL PLACE,NOT AVAILABLE,NORFOLK,VA,23510,NORFOLK (CITY),27856,9888,36.84548,-76.28802,BING MAPS,ADDRESS,51710,NOT AVAILABLE,HTTP://WWW.NSCORP.COM/CONTENT/NSCORP/EN.HTML,1668,{6B3C7AFB-ABE7-437D-B635-56754CC0B9F9},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-9270834.135,5228816.0216,366,366,151,LEAR,21557 TELEGRAPH ROAD,NOT AVAILABLE,SOUTHFIELD,MI,48033,OAKLAND,148400,18558,42.45125,-83.28132,BING MAPS,ADDRESS,26125,NOT AVAILABLE,HTTP://WWW.LEAR.COM/,975.1,{B9028963-57B3-4E3D-B018-10E23BE2E686},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-9258001.2241,5245364.323,367,367,490,KELLY SERVICES,999 WEST BIG BEAVER ROAD,NOT AVAILABLE,TROY,MI,48084,OAKLAND,7500,5277,42.56084,-83.16604,BING MAPS,ADDRESS,26125,NOT AVAILABLE,HTTPS://WWW.KELLYSERVICES.US/US/,120.8,{3924DB71-48FF-487C-B2BE-64F8AD21F613},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-9271573.2964,5251668.7354,368,368,142,PENSKE AUTOMOTIVE GROUP,2555 TELEGRAPH ROAD,NOT AVAILABLE,BLOOMFIELD HILLS,MI,48302,OAKLAND,24000,20143,42.60254,-83.28796,BING MAPS,ADDRESS,26125,NOT AVAILABLE,HTTP://WWW.PENSKEAUTOMOTIVE.COM/,342.9,{78DBC390-87FF-4526-8F6A-159A81382874},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-9391823.5047,4008367.7315,369,369,353,PULTEGROUP,3350 PEACHTREE ROAD NORTHEAST,NOT AVAILABLE,ATLANTA,GA,30326,FULTON,4623,7669,33.847682,-84.368186,MANUAL,ON-ENTITY,13125,NOT AVAILABLE,HTTP://WWW.PULTEGROUPINC.COM/,602.7,{842AB616-1AF9-43DF-8447-BAE514EF15A1},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-9270027.0687,5265541.1965,370,370,283,AUTOLIV,1320 PACIFIC DRIVE,NOT AVAILABLE,AUBURN HILLS,MI,48326,OAKLAND,65900,10074,42.6942,-83.27407,BING MAPS,ADDRESS,26125,NOT AVAILABLE,HTTPS://WWW.AUTOLIV.COM/,567.1,{FE53D92C-607A-43C9-92FB-69F5363A5689},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-9263097.4304,5258158.9747,371,371,305,BORGWARNER,3850 HAMLIN ROAD,NOT AVAILABLE,AUBURN HILLS,MI,48326,OAKLAND,27000,9071,42.64544,-83.21182,BING MAPS,ADDRESS,26125,NOT AVAILABLE,HTTPS://WWW.BORGWARNER.COM/HOME,118.5,{72130D72-1AC6-4573-8BE6-BED4CE23ED2B},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-10855701.9706,4227565.3475,372,372,231,DEVON ENERGY,333 WEST SHERIDAN AVENUE,NOT AVAILABLE,OKLAHOMA CITY,OK,73102,OKLAHOMA,3545,12197,35.46728,-97.51843,BING MAPS,ADDRESS,40109,NOT AVAILABLE,HTTP://WWW.DEVONENERGY.COM/,-3302,{89BAC184-F92B-46C7-9531-22E2DB2EFAFC},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-10856905.3343,4236643.3534,373,373,343,CHESAPEAKE ENERGY,6100 NORTH WESTERN AVENUE,NOT AVAILABLE,OKLAHOMA CITY,OK,73118,OKLAHOMA,3300,7872,35.53367,-97.52924,BING MAPS,ADDRESS,40109,NOT AVAILABLE,HTTP://WWW.CHK.COM/,-4401,{161B5E3A-0D86-4B4D-B138-9CB0FE4EDE65},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-10027267.8861,3497017.7928,374,374,263,ENTERGY,639 LOYOLA AVENUE,NOT AVAILABLE,NEW ORLEANS,LA,70113,OLREANS,13513,10846,29.94917,-90.07648,BING MAPS,ADDRESS,22055,NOT AVAILABLE,HTTP://WWW.ENTERGY.COM/,-583.6,{77D99E46-170D-4792-AAA5-E8B0F744ACBB},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-13120089.5814,3988884.5134,375,375,464,FIRST AMERICAN FINANCIAL,1 1ST AMERICAN WAY,NOT AVAILABLE,SANTA ANA,CA,92707,ORANGE,19531,5576,33.7022,-117.85977,BING MAPS,ADDRESS,06059,NOT AVAILABLE,HTTP://WWW.FIRSTAM.COM/,343,{5682012E-A2E7-48ED-9458-BCFC68516A84},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-9064019.219,3301747.8639,376,376,385,DARDEN RESTAURANTS,1000 DARDEN CENTER DRIVE,NOT AVAILABLE,ORLANDO,FL,32837,ORANGE,150942,6934,28.41777,-81.42347,BING MAPS,ADDRESS,12095,NOT AVAILABLE,HTTPS://WWW.DARDEN.COM/,375,{C95BC15B-500C-46E3-BFA5-78F9269298DC},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-13117896.5874,3984643.5735,377,377,217,WESTERN DIGITAL,3355 MICHAELSON DRIVE,SUITE 100,IRVINE,CA,92612,ORANGE,72878,12994,33.6705,-117.84007,BING MAPS,ADDRESS,06059,NOT AVAILABLE,HTTPS://WWW.WDC.COM/,242,{16322741-0304-4FD1-BD7F-2DB4AE81FFF8},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-10249031.8964,3841004.9531,378,378,160,CENTURYLINK,100 CENTURYLINK DRIVE,NOT AVAILABLE,MONROE,LA,71203,OUACHITA,40000,17470,32.58997,-92.06862,BING MAPS,ADDRESS,22073,NOT AVAILABLE,HTTPS://WWW.CENTURYLINK.COM/,626,{937D4D9F-34AB-459B-B64E-6CF0247A616B},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-8912221.735,3105965.2569,379,379,170,NEXTERA ENERGY,700 UNIVERSE BOULEVARD,NOT AVAILABLE,JUNO BEACH,FL,33408,PALM BEACH,14700,16155,26.85979,-80.05985,BING MAPS,ADDRESS,12099,NOT AVAILABLE,HTTP://WWW.NEXTERAENERGY.COM/,2912,{620CC92F-8EC3-411B-A686-A0979961B7EF},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-8918974.3753,3049238.2848,380,380,203,OFFICE DEPOT,6600 NORTH MILITARY TRAIL,NOT AVAILABLE,BOCA RATON,FL,33496,PALM BEACH,38000,13585,26.40427,-80.12051,BING MAPS,ADDRESS,12099,NOT AVAILABLE,HTTPS://WWW.OFFICEDEPOT.COM/,529,{0DE11631-12DE-4E82-8970-231A2A1E9EC2},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-8266100.0333,5009396.5395,381,381,244,"TOYS ""R"" US",1 GEOFFREY WAY,NOT AVAILABLE,WAYNE,NJ,07470,PASSAIC,64000,11540,40.98003,-74.25564,BING MAPS,ADDRESS,34031,NOT AVAILABLE,HTTPS://WWW.TOYSRUS.COM/,-36,{9D954730-13B7-4EB8-B248-CED06B155C6E},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-9972936.1822,4966977.6928,382,382,74,CATERPILLAR,100 NE ADAMS STREET,NOT AVAILABLE,PEORIA,IL,61629,PEORIA,95400,38537,40.69173,-89.58841,BING MAPS,ADDRESS,17143,NOT AVAILABLE,HTTPS://WWW.CATERPILLAR.COM/EN.HTML,-67,{E6FB88A2-202A-441B-9248-4283EA11175C},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
-8366600.3828,4858988.378,383,383,395,A-MARK PRECIOUS METALS,1101 MARKET STREET,NOT AVAILABLE,PHILADELPHIA,PA,19107,PHILADELPHIA,83000,6784,39.95213,-75.15845,BING MAPS,ADDRESS,42101,NOT AVAILABLE,HTTPS://WWW.AMARK.COM/,9.3,{05281CCE-B20B-4254-842E-E6D74C748401},2021/12/16 14:56:43+00,HostedByHIFLD,2021/12/16 14:56:43+00,HostedByHIFLD
